area_name,area_code,age,age_lower,age_higher,week_ending,weekly_admissions,weekly_rate
London,E40000003,85+ years,85,85,2021-01-19,808,529.8999999999996
London,E40000003,85+ years,85,85,2021-01-12,927,608
London,E40000003,85+ years,85,85,2021-01-05,870,570.5
London,E40000003,85+ years,85,85,2020-12-29,587,385
London,E40000003,85+ years,85,85,2020-12-22,439,287.9000000000001
London,E40000003,85+ years,85,85,2020-12-15,375,245.9000000000001
London,E40000003,85+ years,85,85,2020-12-08,241,158.0999999999999
London,E40000003,85+ years,85,85,2020-12-01,216,141.70000000000027
London,E40000003,85+ years,85,85,2020-11-24,205,134.39999999999964
London,E40000003,85+ years,85,85,2020-11-17,179,117.40000000000009
London,E40000003,85+ years,85,85,2020-11-10,171,112.09999999999991
London,E40000003,85+ years,85,85,2020-11-03,164,107.60000000000036
London,E40000003,85+ years,85,85,2020-10-27,153,100.29999999999973
London,E40000003,85+ years,85,85,2020-10-20,78,51.20000000000027
London,E40000003,85+ years,85,85,2020-10-13,60,39.29999999999973
London,E40000003,85+ years,85,85,2020-10-06,26,17.09999999999991
London,E40000003,85+ years,85,85,2020-09-29,35,22.90000000000009
London,E40000003,85+ years,85,85,2020-09-22,27,17.700000000000273
London,E40000003,85+ years,85,85,2020-09-15,17,11.199999999999818
London,E40000003,85+ years,85,85,2020-09-08,10,6.599999999999909
London,E40000003,85+ years,85,85,2020-09-01,4,2.599999999999909
London,E40000003,85+ years,85,85,2020-08-25,5,3.300000000000182
London,E40000003,85+ years,85,85,2020-08-18,3,1.900000000000091
London,E40000003,85+ years,85,85,2020-08-11,13,8.599999999999909
London,E40000003,85+ years,85,85,2020-08-04,5,3.199999999999818
London,E40000003,85+ years,85,85,2020-07-28,9,5.900000000000091
London,E40000003,85+ years,85,85,2020-07-21,17,11.200000000000273
London,E40000003,85+ years,85,85,2020-07-14,20,13.099999999999909
London,E40000003,85+ years,85,85,2020-07-07,29,19
London,E40000003,85+ years,85,85,2020-06-30,41,26.90000000000009
London,E40000003,85+ years,85,85,2020-06-23,31,20.299999999999727
London,E40000003,85+ years,85,85,2020-06-16,28,18.40000000000009
London,E40000003,85+ years,85,85,2020-06-09,60,39.30000000000018
London,E40000003,85+ years,85,85,2020-06-02,55,36.09999999999991
London,E40000003,85+ years,85,85,2020-05-26,91,59.69999999999982
London,E40000003,85+ years,85,85,2020-05-19,116,76.09999999999991
London,E40000003,85+ years,85,85,2020-05-12,179,117.40000000000009
London,E40000003,85+ years,85,85,2020-05-05,242,158.70000000000005
London,E40000003,85+ years,85,85,2020-04-28,300,196.70000000000005
London,E40000003,85+ years,85,85,2020-04-21,417,273.5
London,E40000003,85+ years,85,85,2020-04-14,624,409.20000000000005
London,E40000003,85+ years,85,85,2020-04-07,678,444.69999999999993
London,E40000003,85+ years,85,85,2020-03-31,505,331.20000000000005
London,E40000003,85+ years,85,85,2020-03-24,253,165.9
